seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr12	31881807	31881834	28	*	X08699	196394	31824071	31882108	58038	-	0	inside	273	AMN1
chr12	31881867	31882394	528	*	X08700	196394	31824071	31882108	58038	-	0	overlapStart	0	AMN1
chr12	31882442	31882464	23	*	X08701	196394	31824071	31882108	58038	-	333	upstream	333	AMN1
chr12	32112287	32112414	128	*	X08704	55196	32112353	32146043	33691	+	0	overlapStart	0	RESF1
chr12	32259927	32259990	64	*	X08705	636	32260185	32531141	270957	+	194	upstream	194	BICD1
chr12	32831946	32831968	23	*	X08706	10059	32832137	32898584	66448	+	168	upstream	168	DNM1L
chr12	32831984	32832292	309	*	X08707	10059	32832137	32898584	66448	+	0	overlapStart	0	DNM1L
chr12	32908764	32908868	105	*	X08708	51067	32899478	32908887	9410	-	0	inside	18	YARS2
chr12	32908891	32908950	60	*	X08709	51067	32899478	32908887	9410	-	3	upstream	3	YARS2
chr12	32908965	32908984	20	*	X08710	51067	32899478	32908887	9410	-	77	upstream	77	YARS2
chr12	34175098	34175557	460	*	X08711	84920	34175216	34181236	6021	+	0	overlapStart	0	ALG10
chr12	38710280	38710733	454	*	X08712	144245	38710557	38723528	12972	+	0	overlapStart	0	ALG10B
chr12	39836746	39836947	202	*	X08717	55605	39687030	39837192	150163	-	0	inside	244	KIF21A
chr12	39836966	39837188	223	*	X08718	55605	39687030	39837192	150163	-	0	inside	3	KIF21A
chr12	40499370	40499542	173	*	X08720	114134	40148823	40499661	350839	-	0	inside	118	SLC2A13
chr12	40499756	40499793	38	*	X08721	114134	40148823	40499661	350839	-	94	upstream	94	SLC2A13
chr12	42538382	42538476	95	*	X08723	283464	42475648	42538673	63026	-	0	inside	196	GXYLT1
chr12	42538514	42538652	139	*	X08724	283464	42475648	42538673	63026	-	0	inside	20	GXYLT1
chr12	42632041	42632094	54	*	X08726	10138	42550907	42632154	81248	-	0	inside	59	YAF2
chr12	42632128	42632148	21	*	X08727	10138	42550907	42632154	81248	-	0	inside	5	YAF2
chr12	42632164	42632272	109	*	X08728	10138	42550907	42632154	81248	-	9	upstream	9	YAF2
chr12	42719783	42719815	33	*	X08729	51535	42719947	42853517	133571	+	131	upstream	131	PPHLN1
chr12	42719783	42719815	33	*	X08729	85437	42705888	42719932	14045	-	0	inside	116	ZCRB1
chr12	42983398	42983437	40	*	X08730	144165	42852140	42983572	131433	-	0	inside	134	PRICKLE1
chr12	42983489	42983508	20	*	X08731	144165	42852140	42983572	131433	-	0	inside	63	PRICKLE1
chr12	44152454	44152473	20	*	X08732	51135	44152747	44183346	30600	+	273	upstream	273	IRAK4
chr12	44152454	44152473	20	*	X08732	83448	44122410	44152620	30211	-	0	inside	146	PUS7L
chr12	44152486	44152506	21	*	X08733	51135	44152747	44183346	30600	+	240	upstream	240	IRAK4
chr12	44152486	44152506	21	*	X08733	83448	44122410	44152620	30211	-	0	inside	113	PUS7L
chr12	44199987	44200026	40	*	X08734	5756	44187526	44200178	12653	-	0	inside	151	TWF1
chr12	44229330	44229351	22	*	X08735	84216	44229962	44783541	553580	+	610	upstream	610	TMEM117
chr12	44229787	44229859	73	*	X08736	84216	44229962	44783541	553580	+	102	upstream	102	TMEM117
chr12	44230047	44230093	47	*	X08737	84216	44229962	44783541	553580	+	0	inside	84	TMEM117
chr12	44230188	44230223	36	*	X08738	84216	44229962	44783541	553580	+	0	inside	225	TMEM117
chr12	45609649	45609990	342	*	X08740	196527	45609770	45834187	224418	+	0	overlapStart	0	ANO6
chr12	45609649	45609990	342	*	X08740	51054	45566817	45609789	42973	-	0	overlapStart	0	PLEKHA8P1
chr12	46121208	46121620	413	*	X08741	196528	46123620	46301819	178200	+	1999	upstream	1999	ARID2
chr12	46121208	46121620	413	*	X08741	400027	46119503	46121704	2202	-	0	inside	83	LINC00938
chr12	46122562	46122875	314	*	X08742	196528	46123620	46301819	178200	+	744	upstream	744	ARID2
chr12	46122562	46122875	314	*	X08742	400027	46119503	46121704	2202	-	857	upstream	857	LINC00938
chr12	46122904	46122925	22	*	X08743	196528	46123620	46301819	178200	+	694	upstream	694	ARID2
chr12	46122904	46122925	22	*	X08743	400027	46119503	46121704	2202	-	1199	upstream	1199	LINC00938
chr12	48099624	48099926	303	*	X08751	79657	48055715	48099844	44130	-	0	overlapStart	0	RPAP3
chr12	48213836	48214133	298	*	X08754	51564	48176507	48213763	37257	-	72	upstream	72	HDAC7
chr12	48214147	48214280	134	*	X08755	51564	48176507	48213763	37257	-	383	upstream	383	HDAC7
chr12	48398546	48398666	121	*	X08756	1280	48366748	48398285	31538	-	260	upstream	260	COL2A1
chr12	48499690	48500263	574	*	X08757	29843	48436681	48500091	63411	-	0	overlapStart	0	SENP1
chr12	48499690	48500263	574	*	X08757	5213	48499656	48540187	40532	+	0	inside	33	PFKM
chr12	49075626	49075744	119	*	X08758	54934	49046995	49076035	29041	-	0	inside	290	KANSL2
chr12	49075837	49076039	203	*	X08759	54934	49046995	49076035	29041	-	0	overlapStart	0	KANSL2
chr12	49110552	49110719	168	*	X08760	904	49082241	49110781	28541	-	0	inside	61	CCNT1
chr12	49110824	49110876	53	*	X08761	904	49082241	49110781	28541	-	42	upstream	42	CCNT1
chr12	49245791	49246090	300	*	X08762	9416	49223539	49245957	22419	-	0	overlapStart	0	DDX23
chr12	49351100	49351176	77	*	X08763	377	49329992	49351252	21261	-	0	inside	75	ARF3
chr12	49365562	49365734	173	*	X08764	7480	49359123	49365641	6519	-	0	overlapStart	0	WNT10B
chr12	49393173	49393240	68	*	X08766	23109	49388933	49393088	4156	-	84	upstream	84	DDN
chr12	49412391	49412575	185	*	X08767	5571	49396055	49412629	16575	-	0	inside	53	PRKAG1
chr12	49525034	49525167	134	*	X08770	10376	49521567	49525304	3738	-	0	inside	136	TUBA1B
chr12	49730881	49730918	38	*	X08775	338761	49726200	49730971	4772	-	0	inside	52	C1QL4
chr12	49730940	49731032	93	*	X08776	338761	49726200	49730971	4772	-	0	overlapStart	0	C1QL4
chr12	49760811	49761063	253	*	X08777	65244	49760688	49921207	160520	+	0	inside	122	SPATS2
chr12	49931971	49932047	77	*	X08778	23416	49932940	49952077	19138	+	892	upstream	892	KCNH3
chr12	49932880	49932896	17	*	X08779	23416	49932940	49952077	19138	+	43	upstream	43	KCNH3
chr12	49961792	49961973	182	*	X08780	10445	49952086	49961911	9826	-	0	overlapStart	0	MCRS1
chr12	50221559	50221573	15	*	X08781	100286844	50222326	50234937	12612	+	752	upstream	752	BCDIN3D-AS1
chr12	50221842	50221893	52	*	X08782	100286844	50222326	50234937	12612	+	432	upstream	432	BCDIN3D-AS1
chr12	50236783	50236973	191	*	X08783	144233	50229826	50236912	7087	-	0	overlapStart	0	BCDIN3D
chr12	50419115	50419210	96	*	X08784	29127	50382945	50419307	36363	-	0	inside	96	RACGAP1
chr12	50419235	50419276	42	*	X08785	29127	50382945	50419307	36363	-	0	inside	30	RACGAP1
chr12	50419406	50419587	182	*	X08786	29127	50382945	50419307	36363	-	98	upstream	98	RACGAP1
chr12	50419602	50419642	41	*	X08787	29127	50382945	50419307	36363	-	294	upstream	294	RACGAP1
chr12	50450968	50451558	591	*	X08788	41	50451420	50477405	25986	+	0	overlapStart	0	ASIC1
chr12	50478831	50479033	203	*	X08789	6602	50478983	50494494	15512	+	0	overlapStart	0	SMARCD1
chr12	50677196	50677558	363	*	X08790	51474	50569563	50677353	107791	-	0	overlapStart	0	LIMA1
chr12	50794795	50794968	174	*	X08791	113251	50794592	50873788	79197	+	0	inside	202	LARP4
chr12	50898803	50899046	244	*	X08792	57609	50898768	51142450	243683	+	0	inside	34	DIP2B
chr12	51157547	51157816	270	*	X08793	466	51157789	51214943	57155	+	0	overlapStart	0	ATF1
chr12	51476985	51477563	579	*	X08797	81566	51454988	51477454	22467	-	0	overlapStart	0	CSRNP2
chr12	51664064	51664101	38	*	X08798	57228	51639133	51664202	25070	-	0	inside	100	SMAGP
chr12	52345238	52345454	217	*	X08799	91	52345451	52390863	45413	+	0	overlapStart	0	ACVR1B
chr12	52345467	52345586	120	*	X08800	91	52345451	52390863	45413	+	0	inside	15	ACVR1B
chr12	52416707	52416898	192	*	X08801	3164	52416616	52453291	36676	+	0	inside	90	NR4A1
chr12	52463321	52463844	524	*	X08804	60673	52463758	52471279	7522	+	0	overlapStart	0	ATG101
chr12	52463861	52463889	29	*	X08805	60673	52463758	52471279	7522	+	0	inside	102	ATG101
chr12	53400255	53400296	42	*	X08806	1975	53400062	53435993	35932	+	0	inside	192	EIF4B
chr12	53400333	53400435	103	*	X08807	1975	53400062	53435993	35932	+	0	inside	270	EIF4B
chr12	53574407	53574522	116	*	X08810	283337	53574535	53584654	10120	+	12	upstream	12	ZNF740
chr12	53574844	53574960	117	*	X08811	51380	53551447	53575135	23689	-	0	inside	174	CSAD
chr12	53575148	53575158	11	*	X08812	51380	53551447	53575135	23689	-	12	upstream	12	CSAD
chr12	53575184	53575218	35	*	X08813	51380	53551447	53575135	23689	-	48	upstream	48	CSAD
chr12	53626756	53626981	226	*	X08815	5916	53604350	53626040	21691	-	715	upstream	715	RARG
chr12	53662342	53662358	17	*	X08816	9700	53662083	53687427	25345	+	0	inside	258	ESPL1
chr12	53689297	53689343	47	*	X08817	5204	53689235	53693234	4000	+	0	inside	61	PFDN5
chr12	53693303	53693353	51	*	X08818	60314	53693470	53700965	7496	+	116	upstream	116	C12orf10
chr12	53693399	53693801	403	*	X08819	60314	53693470	53700965	7496	+	0	overlapStart	0	C12orf10
chr12	53715334	53715470	137	*	X08820	8086	53701240	53715412	14173	-	0	overlapStart	0	AAAS
chr12	53715491	53715514	24	*	X08821	8086	53701240	53715412	14173	-	78	upstream	78	AAAS
chr12	53892689	53892792	104	*	X08826	6895	53894705	53900215	5511	+	1912	upstream	1912	TARBP2
chr12	53892809	53892840	32	*	X08827	6895	53894705	53900215	5511	+	1864	upstream	1864	TARBP2
chr12	53894975	53895420	446	*	X08828	6895	53894705	53900215	5511	+	0	inside	269	TARBP2
chr12	53894975	53895420	446	*	X08828	7786	53874276	53893444	19169	-	1530	upstream	1530	MAP3K12
chr12	54020018	54020070	53	*	X08829	11016	53901640	54020199	118560	-	0	inside	128	ATF7
chr12	54121221	54121472	252	*	X08832	57658	54104902	54121307	16406	-	0	overlapStart	0	CALCOCO1
chr12	54332167	54332179	13	*	X08833	3229	54332576	54340328	7753	+	396	upstream	396	HOXC13
chr12	54332200	54332220	21	*	X08834	3229	54332576	54340328	7753	+	355	upstream	355	HOXC13
chr12	54332272	54332697	426	*	X08835	3229	54332576	54340328	7753	+	0	overlapStart	0	HOXC13
chr12	54942887	54943332	446	*	X08840	5153	54943177	54973023	29847	+	0	overlapStart	0	PDE1B
chr12	56109784	56110048	265	*	X08842	100528022	56109818	56118526	8709	+	0	overlapStart	0	BLOC1S1-RDH5
chr12	56109784	56110048	265	*	X08842	2647	56109818	56113871	4054	+	0	overlapStart	0	BLOC1S1
chr12	56110076	56110109	34	*	X08843	100528022	56109818	56118526	8709	+	0	inside	257	BLOC1S1-RDH5
chr12	56110076	56110109	34	*	X08843	2647	56109818	56113871	4054	+	0	inside	257	BLOC1S1
chr12	56137255	56137593	339	*	X08844	10220	56137064	56146665	9602	+	0	inside	190	GDF11
chr12	56360912	56360933	22	*	X08845	6490	56347889	56360496	12608	-	415	upstream	415	PMEL
chr12	56435535	56436060	526	*	X08849	6231	56435686	56438007	2322	+	0	overlapStart	0	RPS26
chr12	56510349	56510573	225	*	X08851	6171	56510374	56511616	1243	+	0	overlapStart	0	RPL41
chr12	56510349	56510573	225	*	X08851	84872	56512030	56516278	4249	+	1456	upstream	1456	ZC3H10
chr12	56511799	56512007	209	*	X08852	84872	56512030	56516278	4249	+	22	upstream	22	ZC3H10
chr12	56512031	56512104	74	*	X08853	84872	56512030	56516278	4249	+	0	inside	0	ZC3H10
chr12	56512129	56512146	18	*	X08854	84872	56512030	56516278	4249	+	0	inside	98	ZC3H10
chr12	56522063	56522180	118	*	X08855	23344	56521986	56538460	16475	+	0	inside	76	ESYT1
chr12	56546156	56546168	13	*	X08857	140465	56546204	56551771	5568	+	35	upstream	35	MYL6B
chr12	56546205	56546401	197	*	X08858	140465	56546204	56551771	5568	+	0	inside	0	MYL6B
chr12	56584013	56584252	240	*	X08860	6601	56555636	56583351	27716	-	661	upstream	661	SMARCC2
chr12	56651898	56652063	166	*	X08861	283373	56631591	56652143	20553	-	0	inside	79	ANKRD52
chr12	56652164	56652177	14	*	X08862	283373	56631591	56652143	20553	-	20	upstream	20	ANKRD52
chr12	56843001	56843207	207	*	X08863	8914	56810157	56843200	33044	-	0	overlapStart	0	TIMELESS
chr12	56862326	56862380	55	*	X08864	283377	56862301	56864767	2467	+	0	inside	24	SPRYD4
chr12	56882370	56882458	89	*	X08865	27165	56864736	56882181	17446	-	188	upstream	188	GLS2
chr12	56882555	56882587	33	*	X08866	27165	56864736	56882181	17446	-	373	upstream	373	GLS2
chr12	56915569	56915684	116	*	X08867	5939	56915609	56989980	74372	+	0	overlapStart	0	RBMS2
chr12	57039621	57039712	92	*	X08869	26789	57038811	57038885	75	-	735	upstream	735	SNORD59A
chr12	57039621	57039712	92	*	X08869	506	57031959	57039852	7894	-	0	inside	139	ATP5F1B
chr12	57081921	57082000	80	*	X08870	10728	57057125	57082078	24954	-	0	inside	77	PTGES3
chr12	57082060	57082083	24	*	X08871	10728	57057125	57082078	24954	-	0	overlapStart	0	PTGES3
chr12	57118963	57119236	274	*	X08872	4666	57106211	57119326	13116	-	0	inside	89	NACA
chr12	57482357	57482367	11	*	X08875	4665	57482677	57489259	6583	+	309	upstream	309	NAB2
chr12	57482476	57482573	98	*	X08876	4665	57482677	57489259	6583	+	103	upstream	103	NAB2
chr12	57522166	57522205	40	*	X08878	4035	57522282	57607125	84844	+	76	upstream	76	LRP1
chr12	57522265	57522300	36	*	X08879	4035	57522282	57607125	84844	+	0	overlapStart	0	LRP1
chr12	57623177	57623533	357	*	X08880	6472	57623356	57628718	5363	+	0	overlapStart	0	SHMT2
chr12	57623591	57623723	133	*	X08881	6472	57623356	57628718	5363	+	0	inside	234	SHMT2
chr12	57634263	57634579	317	*	X08883	56901	57628686	57634475	5790	-	0	overlapStart	0	NDUFA4L2
chr12	57634610	57634633	24	*	X08884	56901	57628686	57634475	5790	-	134	upstream	134	NDUFA4L2
chr12	57824755	57824774	20	*	X08885	22864	57643354	57824788	181435	-	0	inside	13	R3HDM2
chr12	57824831	57824889	59	*	X08886	22864	57643354	57824788	181435	-	42	upstream	42	R3HDM2
chr12	57824910	57825002	93	*	X08887	22864	57643354	57824788	181435	-	121	upstream	121	R3HDM2
chr12	57914186	57914200	15	*	X08888	1649	57910371	57914300	3930	-	0	inside	99	DDIT3
chr12	57916610	57916843	234	*	X08889	114785	57916659	57923931	7273	+	0	overlapStart	0	MBD6
chr12	57984977	57985038	62	*	X08890	79837	57984942	57997211	12270	+	0	inside	34	PIP4K2C
chr12	58026948	58027010	63	*	X08891	2583	58019678	58027022	7345	-	0	inside	11	B4GALNT1
chr12	58120282	58120356	75	*	X08892	100130776	58120023	58122139	2117	+	0	inside	258	AGAP2-AS1
chr12	58146072	58146319	248	*	X08894	1019	58141510	58146230	4721	-	0	overlapStart	0	CDK4
chr12	58148564	58148781	218	*	X08895	92979	58148881	58154193	5313	+	99	upstream	99	MARCH9
chr12	58165758	58165793	36	*	X08896	25895	58166383	58176324	9942	+	589	upstream	589	EEF1AKMT3
chr12	58165758	58165793	36	*	X08896	4234	58162351	58165914	3564	-	0	inside	120	METTL1
chr12	58165852	58165963	112	*	X08897	25895	58166383	58176324	9942	+	419	upstream	419	EEF1AKMT3
chr12	58165852	58165963	112	*	X08897	4234	58162351	58165914	3564	-	0	overlapStart	0	METTL1
chr12	58176361	58176763	403	*	X08898	10102	58176528	58196639	20112	+	0	overlapStart	0	TSFM
chr12	59314022	59314408	387	*	X08901	121227	59265937	59314319	48383	-	0	overlapStart	0	LRIG3
chr12	59989648	59989873	226	*	X08902	9194	59989821	60183635	193815	+	0	overlapStart	0	SLC16A7
chr12	59990013	59990029	17	*	X08903	9194	59989821	60183635	193815	+	0	inside	191	SLC16A7
chr12	59990102	59990175	74	*	X08904	9194	59989821	60183635	193815	+	0	inside	280	SLC16A7
chr12	62653817	62654231	415	*	X08906	338811	62102029	62653925	551897	-	0	overlapStart	0	TAFA2
chr12	62653817	62654231	415	*	X08906	9958	62654121	62803501	149381	+	0	overlapStart	0	USP15
chr12	62860686	62860740	55	*	X08907	23041	62860597	62991363	130767	+	0	inside	88	MON2
chr12	62996481	62996818	338	*	X08908	406891	62997466	62997549	84	+	647	upstream	647	MIRLET7I
chr12	62996834	62997132	299	*	X08909	283416	62995531	62997214	1684	-	0	inside	81	LINC01465
chr12	62996834	62997132	299	*	X08909	406891	62997466	62997549	84	+	333	upstream	333	MIRLET7I
chr12	62997218	62997259	42	*	X08910	283416	62995531	62997214	1684	-	3	upstream	3	LINC01465
chr12	62997218	62997259	42	*	X08910	406891	62997466	62997549	84	+	206	upstream	206	MIRLET7I
chr12	63328743	63328935	193	*	X08918	57460	63037763	63328665	290903	-	77	upstream	77	PPM1H
chr12	63328953	63328975	23	*	X08919	57460	63037763	63328665	290903	-	287	upstream	287	PPM1H
chr12	64062184	64062706	523	*	X08920	283417	63952693	64062354	109662	-	0	overlapStart	0	DPY19L2
chr12	64173664	64174058	395	*	X08921	10329	64173583	64203338	29756	+	0	inside	80	RXYLT1
chr12	64237719	64237911	193	*	X08922	57522	64238541	64541613	303073	+	629	upstream	629	SRGAP1
chr12	64615941	64616191	251	*	X08923	144577	64586419	64616076	29658	-	0	overlapStart	0	C12orf66
chr12	64798146	64798244	99	*	X08924	11260	64798153	64842463	44311	+	0	overlapStart	0	XPOT
chr12	64798270	64798320	51	*	X08925	11260	64798153	64842463	44311	+	0	inside	116	XPOT
chr12	64798451	64798470	20	*	X08926	11260	64798153	64842463	44311	+	0	inside	297	XPOT
chr12	64845617	64846092	476	*	X08928	29110	64845840	64895899	50060	+	0	overlapStart	0	TBK1
chr12	65004280	65004324	45	*	X08929	283349	65004293	65091347	87055	+	0	overlapStart	0	RASSF3
chr12	65153196	65153223	28	*	X08931	2799	65107222	65153226	46005	-	0	inside	2	GNS
chr12	66563585	66563599	15	*	X08939	51643	66530717	66563807	33091	-	0	inside	207	TMBIM4
chr12	66563585	66563599	15	*	X08939	84298	66516849	66563807	46959	-	0	inside	207	LLPH
chr12	66563627	66563830	204	*	X08940	51643	66530717	66563807	33091	-	0	overlapStart	0	TMBIM4
chr12	66563627	66563830	204	*	X08940	84298	66516849	66563807	46959	-	0	overlapStart	0	LLPH
chr12	68042552	68042644	93	*	X08942	8445	68042512	68056444	13933	+	0	inside	39	DYRK2
chr12	69004485	69004558	74	*	X08943	5908	69004619	69054385	49767	+	60	upstream	60	RAP1B
chr12	69004657	69004848	192	*	X08944	5908	69004619	69054385	49767	+	0	inside	37	RAP1B
chr12	69080534	69080922	389	*	X08945	100507250	69068151	69080639	12489	-	0	overlapStart	0	LOC100507250
chr12	69080534	69080922	389	*	X08945	57122	69080731	69136473	55743	+	0	overlapStart	0	NUP107
chr12	69139830	69140188	359	*	X08946	55508	69139936	69159853	19918	+	0	overlapStart	0	SLC35E3
chr12	69201945	69202041	97	*	X08947	4193	69201971	69239320	37350	+	0	overlapStart	0	MDM2
chr12	69633412	69633510	99	*	X08948	11052	69633317	69668138	34822	+	0	inside	94	CPSF6
chr12	69753599	69753620	22	*	X08949	8089	69753532	69784576	31045	+	0	inside	66	YEATS4
chr12	69864095	69864291	197	*	X08950	10818	69864129	69973562	109434	+	0	overlapStart	0	FRS2
chr12	69979304	69979559	256	*	X08951	100500903	69978502	69978603	102	-	700	upstream	700	MIR3913-1
chr12	69979304	69979559	256	*	X08951	10576	69979208	69995357	16150	+	0	inside	95	CCT2
chr12	70132790	70132813	24	*	X08952	117177	70132631	70216984	84354	+	0	inside	158	RAB3IP
chr12	70132829	70132853	25	*	X08953	117177	70132631	70216984	84354	+	0	inside	197	RAB3IP
chr12	70636904	70636943	40	*	X08954	4848	70636774	70748773	112000	+	0	inside	129	CNOT2
chr12	70636977	70637271	295	*	X08955	4848	70636774	70748773	112000	+	0	inside	202	CNOT2
chr12	71833306	71833343	38	*	X08959	8549	71833550	71980088	146539	+	206	upstream	206	LGR5
chr12	71833362	71833474	113	*	X08960	8549	71833550	71980088	146539	+	75	upstream	75	LGR5
chr12	72057509	72057636	128	*	X08961	196441	72003379	72057749	54371	-	0	inside	112	ZFC3H1
chr12	72057509	72057636	128	*	X08961	83591	72057677	72074428	16752	+	40	upstream	40	THAP2
chr12	72079814	72079872	59	*	X08962	55266	72079878	72097839	17962	+	5	upstream	5	TMEM19
chr12	72079943	72080160	218	*	X08963	55266	72079878	72097839	17962	+	0	inside	64	TMEM19
chr12	72233308	72233691	384	*	X08964	64786	72233487	72320629	87143	+	0	overlapStart	0	TBC1D15
chr12	72667531	72667600	70	*	X08965	283392	72656327	72667289	10963	-	241	upstream	241	TRHDE-AS1
chr12	74931576	74931810	235	*	X08966	552889	74931551	74935232	3682	+	0	inside	24	ATXN7L3B
chr12	75784809	75785094	286	*	X08969	144321	75784850	75826177	41328	+	0	overlapStart	0	GLIPR1L2
chr12	75784809	75785094	286	*	X08969	84698	75669759	75784702	114944	-	106	upstream	106	CAPS2
chr12	75905178	75905784	607	*	X08971	11103	75891419	75905418	14000	-	0	overlapStart	0	KRR1
chr12	75905799	75905822	24	*	X08972	11103	75891419	75905418	14000	-	380	upstream	380	KRR1
chr12	76478207	76478545	339	*	X08973	4673	76438672	76478738	40067	-	0	inside	192	NAP1L1
chr12	77157621	77157647	27	*	X08975	23390	77157854	77247474	89621	+	206	upstream	206	ZDHHC17
chr12	77157667	77157822	156	*	X08976	23390	77157854	77247474	89621	+	31	upstream	31	ZDHHC17
chr12	77157839	77157885	47	*	X08977	23390	77157854	77247474	89621	+	0	overlapStart	0	ZDHHC17
chr12	77157905	77158370	466	*	X08978	23390	77157854	77247474	89621	+	0	inside	50	ZDHHC17
chr12	77272703	77272755	53	*	X08979	1466	77252496	77272799	20304	-	0	inside	43	CSRP2
chr12	77459071	77459134	64	*	X08982	144455	77415026	77459360	44335	-	0	inside	225	E2F7
chr12	77459149	77459376	228	*	X08983	144455	77415026	77459360	44335	-	0	overlapStart	0	E2F7
chr12	80328833	80328945	113	*	X08985	4659	80167343	80329235	161893	-	0	inside	289	PPP1R12A
chr12	80329019	80329206	188	*	X08986	4659	80167343	80329235	161893	-	0	inside	28	PPP1R12A
chr12	82752023	82752627	605	*	X08987	29080	82746083	82752584	6502	-	0	overlapStart	0	CCDC59
chr12	82752023	82752627	605	*	X08987	84190	82752276	82873016	120741	+	0	overlapStart	0	METTL25
chr12	83079726	83079740	15	*	X08988	160335	83080934	83528067	447134	+	1193	upstream	1193	TMTC2
chr12	83079773	83079796	24	*	X08989	160335	83080934	83528067	447134	+	1137	upstream	1137	TMTC2
chr12	83080605	83080657	53	*	X08990	160335	83080934	83528067	447134	+	276	upstream	276	TMTC2
chr12	83080736	83080778	43	*	X08991	160335	83080934	83528067	447134	+	155	upstream	155	TMTC2
chr12	88429237	88429488	252	*	X08994	91298	88429268	88443937	14670	+	0	overlapStart	0	C12orf29
chr12	88535530	88535562	33	*	X08995	160418	88536073	88593664	57592	+	510	upstream	510	TMTC3
chr12	88536070	88536103	34	*	X08996	160418	88536073	88593664	57592	+	0	overlapStart	0	TMTC3
chr12	88536070	88536103	34	*	X08996	80184	88442790	88535993	93204	-	76	upstream	76	CEP290
chr12	88973828	88974608	781	*	X08999	4254	88886570	88974250	87681	-	0	overlapStart	0	KITLG
chr12	88974693	88974712	20	*	X09000	4254	88886570	88974250	87681	-	442	upstream	442	KITLG
chr12	93771671	93772044	374	*	X09002	11163	93771701	93797024	25324	+	0	overlapStart	0	NUDT4
chr12	93771671	93772044	374	*	X09002	643339	93397534	93771512	373979	-	158	upstream	158	LOC643339
chr12	93772077	93772148	72	*	X09003	643339	93397534	93771512	373979	-	564	upstream	564	LOC643339
chr12	93772163	93772190	28	*	X09004	643339	93397534	93771512	373979	-	650	upstream	650	LOC643339
chr12	93772217	93772230	14	*	X09005	643339	93397534	93771512	373979	-	704	upstream	704	LOC643339
chr12	93835696	93835752	57	*	X09007	7334	93802088	93836026	33939	-	0	inside	273	UBE2N
chr12	93835937	93835971	35	*	X09008	7334	93802088	93836026	33939	-	0	inside	54	UBE2N
chr12	93836092	93836103	12	*	X09009	7334	93802088	93836026	33939	-	65	upstream	65	UBE2N
chr12	93861239	93861315	77	*	X09010	28977	93861266	93897548	36283	+	0	overlapStart	0	MRPL42
chr12	93861369	93861534	166	*	X09011	28977	93861266	93897548	36283	+	0	inside	102	MRPL42
chr12	94070961	94070972	12	*	X09014	8738	94071151	94288616	217466	+	178	upstream	178	CRADD
chr12	94071016	94071156	141	*	X09015	8738	94071151	94288616	217466	+	0	overlapStart	0	CRADD
chr12	94071194	94071215	22	*	X09016	8738	94071151	94288616	217466	+	0	inside	42	CRADD
chr12	94071277	94071371	95	*	X09017	8738	94071151	94288616	217466	+	0	inside	125	CRADD
chr12	95044249	95044261	13	*	X09019	57458	94960900	95044324	83425	-	0	inside	62	TMCC3
chr12	95044279	95044297	19	*	X09020	57458	94960900	95044324	83425	-	0	inside	26	TMCC3
chr12	95044326	95044343	18	*	X09021	57458	94960900	95044324	83425	-	1	upstream	1	TMCC3
chr12	95044362	95044411	50	*	X09022	57458	94960900	95044324	83425	-	37	upstream	37	TMCC3
chr12	95397307	95397634	328	*	X09024	55967	95365104	95397489	32386	-	0	overlapStart	0	NDUFA12
chr12	95467330	95467355	26	*	X09025	7181	95414005	95467404	53400	-	0	inside	48	NR2C1
chr12	95867743	95868017	275	*	X09026	10988	95867822	95909613	41792	+	0	overlapStart	0	METAP2
chr12	96337143	96337319	177	*	X09027	120935	96260826	96336428	75603	-	714	upstream	714	CCDC38
chr12	96337143	96337319	177	*	X09027	144193	96337071	96362370	25300	+	0	inside	71	AMDHD1
chr12	96588420	96588464	45	*	X09032	2004	96588207	96661606	73400	+	0	inside	212	ELK3
chr12	96793784	96794218	435	*	X09033	5128	96672039	96794366	122328	-	0	inside	147	CDK17
chr12	96794234	96794251	18	*	X09034	5128	96672039	96794366	122328	-	0	inside	114	CDK17
chr12	97300730	97301080	351	*	X09035	121441	97301001	97347469	46469	+	0	overlapStart	0	NEDD1
chr12	97301097	97301161	65	*	X09036	121441	97301001	97347469	46469	+	0	inside	95	NEDD1
chr12	98897149	98897429	281	*	X09037	643770	98879322	98897633	18312	-	0	inside	203	LINC02453
chr12	98897948	98898147	200	*	X09038	643770	98879322	98897633	18312	-	314	upstream	314	LINC02453
chr12	98987313	98987628	316	*	X09039	5250	98987403	98995778	8376	+	0	overlapStart	0	SLC25A3
chr12	100593256	100593288	33	*	X09041	64431	100593865	100635629	41765	+	576	upstream	576	ACTR6
chr12	100593305	100593484	180	*	X09042	64431	100593865	100635629	41765	+	380	upstream	380	ACTR6
chr12	101673817	101674059	243	*	X09047	27340	101673905	101780397	106493	+	0	overlapStart	0	UTP20
chr12	101801422	101801922	501	*	X09048	400	101786903	101801572	14670	-	0	overlapStart	0	ARL1
chr12	102271326	102271336	11	*	X09049	55332	102271105	102317401	46297	+	0	inside	220	DRAM1
chr12	102271369	102271398	30	*	X09050	55332	102271105	102317401	46297	+	0	inside	263	DRAM1
chr12	102513790	102514102	313	*	X09052	55010	102513956	102591298	77343	+	0	overlapStart	0	PARPBP
chr12	102513790	102514102	313	*	X09052	79023	102467973	102513869	45897	-	0	overlapStart	0	NUP37
